,Unnamed: 0,hue,lightness,chroma,red,green,blue,hlc,rgb,rgb_front
1802,1802,80,64,0,155,164,161,080-64-00,155-164-161,"(155,164,161)"
1803,1803,80,65,7,143,173,161,080-65-07,143-173-161,"(143,173,161)"
1804,1804,80,66,17,113,180,159,080-66-17,113-180-159,"(113,180,159)"
1805,1805,80,66,31,43,187,155,080-66-31,43-187-155,"(43,187,155)"
1806,1806,80,75,7,172,198,187,080-75-07,172-198-187,"(172,198,187)"
1807,1807,80,77,6,181,203,193,080-77-06,181-203-193,"(181,203,193)"
1808,1808,80,80,16,166,215,196,080-80-16,166-215-196,"(166,215,196)"
1809,1809,81,27,5,54,70,65,081-27-05,54-70-65,"(54,70,65)"
1810,1810,81,27,9,48,72,64,081-27-09,48-72-64,"(48,72,64)"
1811,1811,81,30,5,60,77,72,081-30-05,60-77-72,"(60,77,72)"
1812,1812,81,39,24,0,111,92,081-39-24,0-111-92,"(0,111,92)"
1813,1813,81,39,28,0,115,93,081-39-28,0-115-93,"(0,115,93)"
1814,1814,81,42,7,88,112,105,081-42-07,88-112-105,"(88,112,105)"
1815,1815,81,58,6,127,151,142,081-58-06,127-151-142,"(127,151,142)"
1816,1816,81,65,6,146,170,161,081-65-06,146-170-161,"(146,170,161)"
1817,1817,81,70,25,92,194,169,081-70-25,92-194-169,"(92,194,169)"
1818,1818,81,77,17,154,211,192,081-77-17,154-211-192,"(154,211,192)"
1819,1819,81,84,4,205,219,210,081-84-04,205-219-210,"(205,219,210)"
1820,1820,81,84,17,178,225,209,081-84-17,178-225-209,"(178,225,209)"
1821,1821,82,30,14,28,81,71,082-30-14,28-81-71,"(28,81,71)"
1822,1822,82,32,19,17,89,76,082-32-19,17-89-76,"(17,89,76)"
1823,1823,82,36,21,6,100,84,082-36-21,6-100-84,"(6,100,84)"
1824,1824,82,39,15,40,108,95,082-39-15,40-108-95,"(40,108,95)"
1825,1825,82,43,10,76,113,104,082-43-10,76-113-104,"(76,113,104)"
1826,1826,82,48,29,0,141,114,082-48-29,0-141-114,"(0,141,114)"
1827,1827,82,52,18,65,141,125,082-52-18,65-141-125,"(65,141,125)"
1828,1828,82,52,23,35,145,124,082-52-23,35-145-124,"(35,145,124)"
1829,1829,82,53,25,0,146,127,082-53-25,0-146-127,"(0,146,127)"
1830,1830,82,54,30,0,158,129,082-54-30,0-158-129,"(0,158,129)"
1831,1831,82,64,31,0,182,151,082-64-31,0-182-151,"(0,182,151)"
1832,1832,82,71,17,130,193,175,082-71-17,130-193-175,"(130,193,175)"
1833,1833,82,72,6,168,192,182,082-72-06,168-192-182,"(168,192,182)"
1834,1834,82,72,29,79,203,176,082-72-29,79-203-176,"(79,203,176)"
1835,1835,82,73,19,127,201,182,082-73-19,127-201-182,"(127,201,182)"
1836,1836,82,75,1,183,194,191,082-75-01,183-194-191,"(183,194,191)"
1837,1837,82,77,24,130,209,187,082-77-24,130-209-187,"(130,209,187)"
1838,1838,82,79,19,154,217,199,082-79-19,154-217-199,"(154,217,199)"
1839,1839,82,80,7,187,209,198,082-80-07,187-209-198,"(187,209,198)"
1840,1840,82,82,12,181,217,205,082-82-12,181-217-205,"(181,217,205)"
1841,1841,82,86,10,201,225,214,082-86-10,201-225-214,"(201,225,214)"
1842,1842,83,33,9,60,86,80,083-33-09,60-86-80,"(60,86,80)"
1843,1843,83,35,25,0,101,86,083-35-25,0-101-86,"(0,101,86)"
1844,1844,83,37,5,73,94,89,083-37-05,73-94-89,"(73,94,89)"
1845,1845,83,38,9,71,100,94,083-38-09,71-100-94,"(71,100,94)"
1846,1846,83,44,26,0,129,109,083-44-26,0-129-109,"(0,129,109)"
1847,1847,83,53,10,98,140,131,083-53-10,98-140-131,"(98,140,131)"
1848,1848,83,55,29,0,155,131,083-55-29,0-155-131,"(0,155,131)"
1849,1849,83,62,28,40,179,155,083-62-28,40-179-155,"(40,179,155)"
1850,1850,83,65,24,78,180,160,083-65-24,78-180-160,"(78,180,160)"
1851,1851,83,72,12,146,192,181,083-72-12,146-192-181,"(146,192,181)"
1852,1852,83,83,4,202,216,209,083-83-04,202-216-209,"(202,216,209)"
1853,1853,83,86,3,207,218,211,083-86-03,207-218-211,"(207,218,211)"
1854,1854,83,89,7,219,234,223,083-89-07,219-234-223,"(219,234,223)"
1855,1855,84,24,14,29,66,59,084-24-14,29-66-59,"(29,66,59)"
1856,1856,84,41,16,43,114,103,084-41-16,43-114-103,"(43,114,103)"
1857,1857,84,43,19,26,118,106,084-43-19,26-118-106,"(26,118,106)"
1858,1858,84,56,1,135,143,140,084-56-01,135-143-140,"(135,143,140)"
1859,1859,84,60,17,94,164,152,084-60-17,94-164-152,"(94,164,152)"
1860,1860,84,62,12,113,165,157,084-62-12,113-165-157,"(113,165,157)"
1861,1861,84,64,19,102,180,165,084-64-19,102-180-165,"(102,180,165)"
1862,1862,84,65,2,156,168,165,084-65-02,156-168-165,"(156,168,165)"
1863,1863,84,79,2,194,205,200,084-79-02,194-205-200,"(194,205,200)"
1864,1864,84,82,4,195,211,205,084-82-04,195-211-205,"(195,211,205)"
1865,1865,84,86,6,211,225,217,084-86-06,211-225-217,"(211,225,217)"
1866,1866,85,24,15,24,68,62,085-24-15,24-68-62,"(24,68,62)"
1867,1867,85,30,7,57,78,74,085-30-07,57-78-74,"(57,78,74)"
1868,1868,85,30,17,19,80,72,085-30-17,19-80-72,"(19,80,72)"
1869,1869,85,35,7,68,92,88,085-35-07,68-92-88,"(68,92,88)"
1870,1870,85,36,23,0,99,89,085-36-23,0-99-89,"(0,99,89)"
1871,1871,85,43,30,0,124,109,085-43-30,0-124-109,"(0,124,109)"
1872,1872,85,48,33,0,138,118,085-48-33,0-138-118,"(0,138,118)"
1873,1873,85,52,7,111,139,134,085-52-07,111-139-134,"(111,139,134)"
1874,1874,85,53,30,0,153,133,085-53-30,0-153-133,"(0,153,133)"
1875,1875,85,60,30,0,172,150,085-60-30,0-172-150,"(0,172,150)"
1876,1876,85,62,7,136,163,156,085-62-07,136-163-156,"(136,163,156)"
1877,1877,85,70,16,128,190,178,085-70-16,128-190-178,"(128,190,178)"
1878,1878,85,71,20,115,195,181,085-71-20,115-195-181,"(115,195,181)"
1879,1879,85,79,20,143,214,200,085-79-20,143-214-200,"(143,214,200)"
1880,1880,85,83,16,182,227,213,085-83-16,182-227-213,"(182,227,213)"
1881,1881,85,88,12,204,231,221,085-88-12,204-231-221,"(204,231,221)"
1882,1882,86,24,9,40,69,64,086-24-09,40-69-64,"(40,69,64)"
1883,1883,86,30,13,37,79,74,086-30-13,37-79-74,"(37,79,74)"
1884,1884,86,33,20,0,91,83,086-33-20,0-91-83,"(0,91,83)"
1885,1885,86,36,12,56,97,92,086-36-12,56-97-92,"(56,97,92)"
1886,1886,86,37,20,9,106,99,086-37-20,9-106-99,"(9,106,99)"
1887,1887,86,40,26,0,112,101,086-40-26,0-112-101,"(0,112,101)"
1888,1888,86,42,15,54,119,111,086-42-15,54-119-111,"(54,119,111)"
1889,1889,86,42,24,0,122,109,086-42-24,0-122-109,"(0,122,109)"
1890,1890,86,43,20,20,120,110,086-43-20,20-120-110,"(20,120,110)"
1891,1891,86,45,14,65,122,116,086-45-14,65-122-116,"(65,122,116)"
1892,1892,86,49,13,85,133,129,086-49-13,85-133-129,"(85,133,129)"
1893,1893,86,51,23,27,153,139,086-51-23,27-153-139,"(27,153,139)"
1894,1894,86,52,20,48,143,131,086-52-20,48-143-131,"(48,143,131)"
1895,1895,86,57,25,7,161,147,086-57-25,7-161-147,"(7,161,147)"
1896,1896,86,59,19,83,161,151,086-59-19,83-161-151,"(83,161,151)"
1897,1897,86,60,23,67,171,157,086-60-23,67-171-157,"(67,171,157)"
1898,1898,86,61,17,94,165,155,086-61-17,94-165-155,"(94,165,155)"
1899,1899,86,69,23,96,193,179,086-69-23,96-193-179,"(96,193,179)"
1900,1900,86,70,25,93,199,182,086-70-25,93-199-182,"(93,199,182)"
1901,1901,86,72,13,135,190,181,086-72-13,135-190-181,"(135,190,181)"
1902,1902,86,73,6,168,192,186,086-73-06,168-192-186,"(168,192,186)"
1903,1903,86,75,0,185,194,191,086-75-00,185-194-191,"(185,194,191)"
1904,1904,86,78,6,181,203,196,086-78-06,181-203-196,"(181,203,196)"
1905,1905,86,78,13,167,208,200,086-78-13,167-208-200,"(167,208,200)"
1906,1906,86,83,6,195,216,210,086-83-06,195-216-210,"(195,216,210)"
1907,1907,86,87,6,214,230,223,086-87-06,214-230-223,"(214,230,223)"
1908,1908,87,20,2,42,51,49,087-20-02,42-51-49,"(42,51,49)"
1909,1909,87,26,7,41,67,65,087-26-07,41-67-65,"(41,67,65)"
1910,1910,87,35,15,41,98,93,087-35-15,41-98-93,"(41,98,93)"
1911,1911,87,45,8,87,117,113,087-45-08,87-117-113,"(87,117,113)"
1912,1912,87,50,27,0,142,130,087-50-27,0-142-130,"(0,142,130)"
1913,1913,87,51,18,55,142,133,087-51-18,55-142-133,"(55,142,133)"
1914,1914,87,60,13,110,164,159,087-60-13,110-164-159,"(110,164,159)"
1915,1915,87,78,1,193,201,198,087-78-01,193-201-198,"(193,201,198)"
1916,1916,87,78,17,152,212,200,087-78-17,152-212-200,"(152,212,200)"
1917,1917,87,85,13,192,227,219,087-85-13,192-227-219,"(192,227,219)"
1918,1918,88,24,6,39,61,58,088-24-06,39-61-58,"(39,61,58)"
1919,1919,88,25,9,40,69,66,088-25-09,40-69-66,"(40,69,66)"
1920,1920,88,26,15,22,76,72,088-26-15,22-76-72,"(22,76,72)"
1921,1921,88,27,6,48,71,68,088-27-06,48-71-68,"(48,71,68)"
1922,1922,88,27,10,37,70,67,088-27-10,37-70-67,"(37,70,67)"
1923,1923,88,28,13,33,74,70,088-28-13,33-74-70,"(33,74,70)"
1924,1924,88,34,27,0,98,92,088-34-27,0-98-92,"(0,98,92)"
1925,1925,88,35,13,47,96,92,088-35-13,47-96-92,"(47,96,92)"
1926,1926,88,35,17,24,95,90,088-35-17,24-95-90,"(24,95,90)"
1927,1927,88,35,25,0,99,93,088-35-25,0-99-93,"(0,99,93)"
1928,1928,88,36,1,82,90,88,088-36-01,82-90-88,"(82,90,88)"
1929,1929,88,36,7,67,92,90,088-36-07,67-92-90,"(67,92,90)"
1930,1930,88,36,19,0,98,93,088-36-19,0-98-93,"(0,98,93)"
1931,1931,88,43,9,81,111,108,088-43-09,81-111-108,"(81,111,108)"
1932,1932,88,45,14,59,119,116,088-45-14,59-119-116,"(59,119,116)"
1933,1933,88,46,7,91,119,116,088-46-07,91-119-116,"(91,119,116)"
1934,1934,88,47,18,44,130,124,088-47-18,44-130-124,"(44,130,124)"
1935,1935,88,47,22,0,131,124,088-47-22,0-131-124,"(0,131,124)"
1936,1936,88,49,24,0,135,127,088-49-24,0-135-127,"(0,135,127)"
1937,1937,88,50,29,0,145,132,088-50-29,0-145-132,"(0,145,132)"
1938,1938,88,53,29,0,156,142,088-53-29,0-156-142,"(0,156,142)"
1939,1939,88,54,9,110,148,144,088-54-09,110-148-144,"(110,148,144)"
1940,1940,88,54,22,40,151,143,088-54-22,40-151-143,"(40,151,143)"
1941,1941,88,55,18,68,152,147,088-55-18,68-152-147,"(68,152,147)"
1942,1942,88,55,26,0,161,151,088-55-26,0-161-151,"(0,161,151)"
1943,1943,88,56,7,116,146,142,088-56-07,116-146-142,"(116,146,142)"
1944,1944,88,63,22,79,178,170,088-63-22,79-178-170,"(79,178,170)"
1945,1945,88,63,30,0,182,165,088-63-30,0-182-165,"(0,182,165)"
1946,1946,88,64,18,97,176,168,088-64-18,97-176-168,"(97,176,168)"
1947,1947,88,64,27,60,182,169,088-64-27,60-182-169,"(60,182,169)"
1948,1948,88,65,7,139,171,165,088-65-07,139-171-165,"(139,171,165)"
1949,1949,88,65,10,131,177,170,088-65-10,131-177-170,"(131,177,170)"
1950,1950,88,65,13,118,177,172,088-65-13,118-177-172,"(118,177,172)"
1951,1951,88,66,23,89,183,175,088-66-23,89-183-175,"(89,183,175)"
1952,1952,88,74,22,127,207,198,088-74-22,127-207-198,"(127,207,198)"
1953,1953,88,74,24,112,203,192,088-74-24,112-203-192,"(112,203,192)"
1954,1954,88,75,8,170,199,194,088-75-08,170-199-194,"(170,199,194)"
1955,1955,88,75,17,139,206,196,088-75-17,139-206-196,"(139,206,196)"
1956,1956,88,76,13,160,204,198,088-76-13,160-204-198,"(160,204,198)"
1957,1957,88,81,11,180,214,207,088-81-11,180-214-207,"(180,214,207)"
1958,1958,88,85,7,204,221,214,088-85-07,204-221-214,"(204,221,214)"
1959,1959,88,85,13,185,222,215,088-85-13,185-222-215,"(185,222,215)"
1960,1960,88,88,9,206,226,218,088-88-09,206-226-218,"(206,226,218)"
1961,1961,89,25,1,55,62,61,089-25-01,55-62-61,"(55,62,61)"
1962,1962,89,35,10,56,92,90,089-35-10,56-92-90,"(56,92,90)"
1963,1963,89,57,14,95,152,148,089-57-14,95-152-148,"(95,152,148)"
1964,1964,89,73,10,158,195,192,089-73-10,158-195-192,"(158,195,192)"
1965,1965,89,87,15,190,228,219,089-87-15,190-228-219,"(190,228,219)"
1966,1966,89,90,5,223,233,228,089-90-05,223-233-228,"(223,233,228)"
1967,1967,90,27,16,17,72,69,090-27-16,17-72-69,"(17,72,69)"
1968,1968,90,29,8,45,75,73,090-29-08,45-75-73,"(45,75,73)"
1969,1969,90,29,12,38,79,79,090-29-12,38-79-79,"(38,79,79)"
1970,1970,90,36,17,33,98,95,090-36-17,33-98-95,"(33,98,95)"
1971,1971,90,41,28,0,117,111,090-41-28,0-117-111,"(0,117,111)"
1972,1972,90,41,30,0,118,110,090-41-30,0-118-110,"(0,118,110)"
1973,1973,90,43,19,30,121,120,090-43-19,30-121-120,"(30,121,120)"
1974,1974,90,44,12,71,119,118,090-44-12,71-119-118,"(71,119,118)"
1975,1975,90,46,1,107,115,114,090-46-01,107-115-114,"(107,115,114)"
1976,1976,90,48,31,0,143,133,090-48-31,0-143-133,"(0,143,133)"
1977,1977,90,53,7,107,139,136,090-53-07,107-139-136,"(107,139,136)"
1978,1978,90,73,14,146,199,194,090-73-14,146-199-194,"(146,199,194)"
1979,1979,90,74,7,162,191,187,090-74-07,162-191-187,"(162,191,187)"
1980,1980,90,82,13,180,219,211,090-82-13,180-219-211,"(180,219,211)"
1981,1981,90,82,18,165,220,212,090-82-18,165-220-212,"(165,220,212)"
1982,1982,90,84,15,180,225,219,090-84-15,180-225-219,"(180,225,219)"
1983,1983,90,85,14,185,223,216,090-85-14,185-223-216,"(185,223,216)"
1984,1984,90,87,13,194,230,223,090-87-13,194-230-223,"(194,230,223)"
1985,1985,91,20,1,44,51,50,091-20-01,44-51-50,"(44,51,50)"
1986,1986,91,24,8,38,65,65,091-24-08,38-65-65,"(38,65,65)"
1987,1987,91,24,14,17,69,68,091-24-14,17-69-68,"(17,69,68)"
1988,1988,91,25,12,29,68,68,091-25-12,29-68-68,"(29,68,68)"
1989,1989,91,31,18,14,83,82,091-31-18,14-83-82,"(14,83,82)"
1990,1990,91,33,24,0,93,93,091-33-24,0-93-93,"(0,93,93)"
1991,1991,91,35,27,0,106,105,091-35-27,0-106-105,"(0,106,105)"
1992,1992,91,36,11,52,91,92,091-36-11,52-91-92,"(52,91,92)"
1993,1993,91,37,8,68,99,99,091-37-08,68-99-99,"(68,99,99)"
1994,1994,91,39,23,0,108,105,091-39-23,0-108-105,"(0,108,105)"
1995,1995,91,43,6,86,114,112,091-43-06,86-114-112,"(86,114,112)"
1996,1996,91,47,24,0,134,131,091-47-24,0-134-131,"(0,134,131)"
1997,1997,91,47,29,0,136,132,091-47-29,0-136-132,"(0,136,132)"
1998,1998,91,50,17,65,136,133,091-50-17,65-136-133,"(65,136,133)"
1999,1999,91,55,12,94,148,147,091-55-12,94-148-147,"(94,148,147)"
2000,2000,91,55,21,54,155,154,091-55-21,54-155-154,"(54,155,154)"
2001,2001,91,55,27,0,159,154,091-55-27,0-159-154,"(0,159,154)"
2002,2002,91,58,23,54,168,163,091-58-23,54-168-163,"(54,168,163)"
2003,2003,91,63,17,104,172,168,091-63-17,104-172-168,"(104,172,168)"
2004,2004,91,63,26,53,181,177,091-63-26,53-181-177,"(53,181,177)"
2005,2005,91,65,22,79,177,173,091-65-22,79-177-173,"(79,177,173)"
2006,2006,91,71,0,177,183,182,091-71-00,177-183-182,"(177,183,182)"
2007,2007,91,74,22,132,206,200,091-74-22,132-206-200,"(132,206,200)"
2008,2008,91,77,20,139,209,205,091-77-20,139-209-205,"(139,209,205)"
2009,2009,91,81,2,204,214,210,091-81-02,204-214-210,"(204,214,210)"
2010,2010,91,88,10,205,230,224,091-88-10,205-230-224,"(205,230,224)"
2011,2011,92,22,2,47,56,55,092-22-02,47-56-55,"(47,56,55)"
2012,2012,92,29,14,27,77,78,092-29-14,27-77-78,"(27,77,78)"
2013,2013,92,34,19,6,92,94,092-34-19,6-92-94,"(6,92,94)"
2014,2014,92,37,1,85,93,92,092-37-01,85-93-92,"(85,93,92)"
2015,2015,92,37,14,48,98,98,092-37-14,48-98-98,"(48,98,98)"
2016,2016,92,38,21,0,111,111,092-38-21,0-111-111,"(0,111,111)"
2017,2017,92,43,14,64,120,121,092-43-14,64-120-121,"(64,120,121)"
2018,2018,92,46,17,56,131,128,092-46-17,56-131-128,"(56,131,128)"
2019,2019,92,51,14,76,136,136,092-51-14,76-136-136,"(76,136,136)"
2020,2020,92,63,8,129,167,166,092-63-08,129-167-166,"(129,167,166)"
2021,2021,92,63,13,107,169,168,092-63-13,107-169-168,"(107,169,168)"
2022,2022,92,65,15,113,175,174,092-65-15,113-175-174,"(113,175,174)"
2023,2023,92,65,21,88,180,179,092-65-21,88-180-179,"(88,180,179)"
2024,2024,92,73,16,132,197,194,092-73-16,132-197-194,"(132,197,194)"
2025,2025,92,74,12,150,199,196,092-74-12,150-199-196,"(150,199,196)"
2026,2026,92,76,19,139,207,205,092-76-19,139-207-205,"(139,207,205)"
2027,2027,92,83,8,194,219,214,092-83-08,194-219-214,"(194,219,214)"
2028,2028,92,85,7,196,218,216,092-85-07,196-218-216,"(196,218,216)"
2029,2029,92,88,5,220,235,231,092-88-05,220-235-231,"(220,235,231)"
2030,2030,93,27,3,57,67,67,093-27-03,57-67-67,"(57,67,67)"
2031,2031,93,32,12,44,85,87,093-32-12,44-85-87,"(44,85,87)"
2032,2032,93,35,11,54,91,93,093-35-11,54-91-93,"(54,91,93)"
2033,2033,93,60,15,94,161,163,093-60-15,94-161-163,"(94,161,163)"
2034,2034,93,61,27,0,172,176,093-61-27,0-172-176,"(0,172,176)"
2035,2035,93,63,27,43,182,187,093-63-27,43-182-187,"(43,182,187)"
2036,2036,93,64,29,0,181,185,093-64-29,0-181-185,"(0,181,185)"
2037,2037,93,66,17,104,179,181,093-66-17,104-179-181,"(104,179,181)"
2038,2038,93,76,17,139,204,205,093-76-17,139-204-205,"(139,204,205)"
2039,2039,93,81,16,152,215,214,093-81-16,152-215-214,"(152,215,214)"
2040,2040,94,26,10,34,69,72,094-26-10,34-69-72,"(34,69,72)"
2041,2041,94,29,7,52,75,76,094-29-07,52-75-76,"(52,75,76)"
2042,2042,94,32,15,32,86,89,094-32-15,32-86-89,"(32,86,89)"
2043,2043,94,33,26,0,96,105,094-33-26,0-96-105,"(0,96,105)"
2044,2044,94,38,19,0,104,110,094-38-19,0-104-110,"(0,104,110)"
2045,2045,94,39,26,0,111,119,094-39-26,0-111-119,"(0,111,119)"
2046,2046,94,43,27,0,124,133,094-43-27,0-124-133,"(0,124,133)"
2047,2047,94,44,15,51,120,125,094-44-15,51-120-125,"(51,120,125)"
2048,2048,94,50,15,72,136,141,094-50-15,72-136-141,"(72,136,141)"
2049,2049,94,50,23,0,143,149,094-50-23,0-143-149,"(0,143,149)"
2050,2050,94,55,28,0,160,167,094-55-28,0-160-167,"(0,160,167)"
2051,2051,94,58,18,87,163,167,094-58-18,87-163-167,"(87,163,167)"
2052,2052,94,62,18,91,172,175,094-62-18,91-172-175,"(91,172,175)"
2053,2053,94,64,23,67,180,185,094-64-23,67-180-185,"(67,180,185)"
2054,2054,94,68,14,124,182,184,094-68-14,124-182-184,"(124,182,184)"
2055,2055,94,71,27,70,198,202,094-71-27,70-198-202,"(70,198,202)"
2056,2056,94,72,23,110,201,204,094-72-23,110-201-204,"(110,201,204)"
2057,2057,94,73,13,150,200,202,094-73-13,150-200-202,"(150,200,202)"
2058,2058,94,81,6,190,214,210,094-81-06,190-214-210,"(190,214,210)"
2059,2059,94,82,1,205,213,210,094-82-01,205-213-210,"(205,213,210)"
2060,2060,94,85,1,215,221,218,094-85-01,215-221-218,"(215,221,218)"
2061,2061,94,86,3,213,224,220,094-86-03,213-224-220,"(213,224,220)"
2062,2062,95,26,6,49,69,71,095-26-06,49-69-71,"(49,69,71)"
2063,2063,95,31,18,0,86,94,095-31-18,0-86-94,"(0,86,94)"
2064,2064,95,32,22,0,91,100,095-32-22,0-91-100,"(0,91,100)"
2065,2065,95,37,24,0,106,117,095-37-24,0-106-117,"(0,106,117)"
2066,2066,95,39,15,47,107,114,095-39-15,47-107-114,"(47,107,114)"
2067,2067,95,40,6,76,105,108,095-40-06,76-105-108,"(76,105,108)"
2068,2068,95,42,23,0,119,129,095-42-23,0-119-129,"(0,119,129)"
2069,2069,95,46,19,17,124,134,095-46-19,17-124-134,"(17,124,134)"
2070,2070,95,47,28,0,133,145,095-47-28,0-133-145,"(0,133,145)"
2071,2071,95,49,12,80,131,137,095-49-12,80-131-137,"(80,131,137)"
2072,2072,95,51,27,0,149,159,095-51-27,0-149-159,"(0,149,159)"
2073,2073,95,58,24,39,164,172,095-58-24,39-164-172,"(39,164,172)"
2074,2074,95,77,19,130,201,204,095-77-19,130-201-204,"(130,201,204)"
2075,2075,96,34,6,60,85,88,096-34-06,60-85-88,"(60,85,88)"
2076,2076,96,41,11,66,109,113,096-41-11,66-109-113,"(66,109,113)"
2077,2077,96,49,6,97,127,130,096-49-06,97-127-130,"(97,127,130)"
2078,2078,96,49,18,42,132,142,096-49-18,42-132-142,"(42,132,142)"
2079,2079,96,50,29,0,141,157,096-50-29,0-141-157,"(0,141,157)"
2080,2080,96,57,6,115,148,150,096-57-06,115-148-150,"(115,148,150)"
2081,2081,96,61,14,110,164,171,096-61-14,110-164-171,"(110,164,171)"
2082,2082,96,62,8,120,163,167,096-62-08,120-163-167,"(120,163,167)"
2083,2083,96,70,5,161,185,183,096-70-05,161-185-183,"(161,185,183)"
2084,2084,96,80,13,170,213,213,096-80-13,170-213-213,"(170,213,213)"
2085,2085,96,82,13,176,217,217,096-82-13,176-217-217,"(176,217,217)"
2086,2086,96,85,5,208,223,219,096-85-05,208-223-219,"(208,223,219)"
2087,2087,97,31,7,58,81,85,097-31-07,58-81-85,"(58,81,85)"
2088,2088,97,34,25,0,99,113,097-34-25,0-99-113,"(0,99,113)"
2089,2089,97,35,22,0,98,111,097-35-22,0-98-111,"(0,98,111)"
2090,2090,97,36,6,72,91,95,097-36-06,72-91-95,"(72,91,95)"
2091,2091,97,39,20,0,105,117,097-39-20,0-105-117,"(0,105,117)"
2092,2092,97,39,24,0,108,123,097-39-24,0-108-123,"(0,108,123)"
2093,2093,97,48,15,62,129,139,097-48-15,62-129-139,"(62,129,139)"
2094,2094,97,49,26,0,142,158,097-49-26,0-142-158,"(0,142,158)"
2095,2095,97,51,24,0,142,159,097-51-24,0-142-159,"(0,142,159)"
2096,2096,97,52,30,0,153,168,097-52-30,0-153-168,"(0,153,168)"
2097,2097,97,55,26,0,156,172,097-55-26,0-156-172,"(0,156,172)"
2098,2098,97,56,23,13,155,170,097-56-23,13-155-170,"(13,155,170)"
2099,2099,97,57,2,132,145,145,097-57-02,132-145-145,"(132,145,145)"
2100,2100,97,62,24,48,174,189,097-62-24,48-174-189,"(48,174,189)"
2101,2101,97,64,25,50,182,196,097-64-25,50-182-196,"(50,182,196)"
2102,2102,97,65,8,135,171,175,097-65-08,135-171-175,"(135,171,175)"
2103,2103,97,70,23,95,196,206,097-70-23,95-196-206,"(95,196,206)"
2104,2104,97,74,1,179,190,190,097-74-01,179-190-190,"(179,190,190)"
2105,2105,97,77,21,138,211,217,097-77-21,138-211-217,"(138,211,217)"
2106,2106,97,84,12,189,223,225,097-84-12,189-223-225,"(189,223,225)"
2107,2107,98,22,7,41,61,64,098-22-07,41-61-64,"(41,61,64)"
2108,2108,98,26,13,31,67,73,098-26-13,31-67-73,"(31,67,73)"
2109,2109,98,31,10,51,82,88,098-31-10,51-82-88,"(51,82,88)"
2110,2110,98,31,13,34,83,90,098-31-13,34-83-90,"(34,83,90)"
2111,2111,98,36,10,58,94,101,098-36-10,58-94-101,"(58,94,101)"
2112,2112,98,38,13,50,102,110,098-38-13,50-102-110,"(50,102,110)"
2113,2113,98,41,27,0,118,137,098-41-27,0-118-137,"(0,118,137)"
2114,2114,98,44,30,0,128,149,098-44-30,0-128-149,"(0,128,149)"
2115,2115,98,48,7,92,117,122,098-48-07,92-117-122,"(92,117,122)"
2116,2116,98,50,19,46,139,154,098-50-19,46-139-154,"(46,139,154)"
2117,2117,98,53,18,61,147,162,098-53-18,61-147-162,"(61,147,162)"
2118,2118,98,54,14,84,144,153,098-54-14,84-144-153,"(84,144,153)"
2119,2119,98,55,11,104,148,153,098-55-11,104-148-153,"(104,148,153)"
2120,2120,98,59,30,0,166,185,098-59-30,0-166-185,"(0,166,185)"
2121,2121,98,63,14,111,168,178,098-63-14,111-168-178,"(111,168,178)"
2122,2122,98,64,18,92,173,186,098-64-18,92-173-186,"(92,173,186)"
2123,2123,98,68,30,30,190,206,098-68-30,30-190-206,"(30,190,206)"
2124,2124,98,69,19,107,190,201,098-69-19,107-190-201,"(107,190,201)"
2125,2125,98,72,13,137,189,197,098-72-13,137-189-197,"(137,189,197)"
2126,2126,98,74,12,151,197,202,098-74-12,151-197-202,"(151,197,202)"
2127,2127,98,79,13,167,211,215,098-79-13,167-211-215,"(167,211,215)"
2128,2128,98,79,18,153,213,221,098-79-18,153-213-221,"(153,213,221)"
2129,2129,98,80,12,176,213,215,098-80-12,176-213-215,"(176,213,215)"
2130,2130,99,25,11,34,63,69,099-25-11,34-63-69,"(34,63,69)"
2131,2131,99,33,18,11,89,102,099-33-18,11-89-102,"(11,89,102)"
2132,2132,99,38,2,84,95,96,099-38-02,84-95-96,"(84,95,96)"
2133,2133,99,48,10,88,127,134,099-48-10,88-127-134,"(88,127,134)"
2134,2134,99,54,1,128,136,136,099-54-01,128-136-136,"(128,136,136)"
2135,2135,99,56,8,113,146,151,099-56-08,113-146-151,"(113,146,151)"
2136,2136,99,62,10,124,168,175,099-62-10,124-168-175,"(124,168,175)"
2137,2137,99,72,7,162,191,193,099-72-07,162-191-193,"(162,191,193)"
2138,2138,99,73,2,176,190,190,099-73-02,176-190-190,"(176,190,190)"
2139,2139,99,78,1,193,204,203,099-78-01,193-204-203,"(193,204,203)"
2140,2140,99,79,7,182,208,210,099-79-07,182-208-210,"(182,208,210)"
2141,2141,99,83,5,201,215,213,099-83-05,201-215-213,"(201,215,213)"
2142,2142,99,85,1,214,220,218,099-85-01,214-220-218,"(214,220,218)"
2143,2143,100,28,2,62,71,72,100-28-02,62-71-72,"(62,71,72)"
2144,2144,100,37,7,70,95,101,100-37-07,70-95-101,"(70,95,101)"
2145,2145,100,45,22,0,128,147,100-45-22,0-128-147,"(0,128,147)"
2146,2146,100,49,21,0,139,156,100-49-21,0-139-156,"(0,139,156)"
2147,2147,100,50,25,0,140,161,100-50-25,0-140-161,"(0,140,161)"
2148,2148,100,55,0,133,140,140,100-55-00,133-140-140,"(133,140,140)"
2149,2149,100,56,21,58,157,175,100-56-21,58-157-175,"(58,157,175)"
