,Unnamed: 0,hue,lightness,chroma,red,green,blue,hlc,rgb,rgb_front
0,0,0,27,0,65,67,66,000-27-00,65-67-66,"(65,67,66)"
1,1,0,36,0,86,89,89,000-36-00,86-89-89,"(86,89,89)"
2,2,0,47,0,116,117,116,000-47-00,116-117-116,"(116,117,116)"
3,3,0,55,0,136,138,138,000-55-00,136-138-138,"(136,138,138)"
4,4,0,64,0,159,161,160,000-64-00,159-161-160,"(159,161,160)"
5,5,0,73,0,184,188,185,000-73-00,184-188-185,"(184,188,185)"
6,6,1,22,8,69,49,56,001-22-08,69-49-56,"(69,49,56)"
7,7,1,25,21,97,43,59,001-25-21,97-43-59,"(97,43,59)"
8,8,1,27,21,110,45,62,001-27-21,110-45-62,"(110,45,62)"
9,9,1,35,31,160,36,70,001-35-31,160-36-70,"(160,36,70)"
10,10,1,37,22,148,68,86,001-37-22,148-68-86,"(148,68,86)"
11,11,1,39,5,107,90,94,001-39-05,107-90-94,"(107,90,94)"
12,12,1,42,9,128,97,103,001-42-09,128-97-103,"(128,97,103)"
13,13,1,43,29,182,63,90,001-43-29,182-63-90,"(182,63,90)"
14,14,1,43,34,197,52,88,001-43-34,197-52-88,"(197,52,88)"
15,15,1,48,6,134,110,116,001-48-06,134-110-116,"(134,110,116)"
16,16,1,50,9,151,114,120,001-50-09,151-114-120,"(151,114,120)"
17,17,1,53,9,161,121,127,001-53-09,161-121-127,"(161,121,127)"
18,18,1,54,6,158,132,136,001-54-06,158-132-136,"(158,132,136)"
19,19,1,62,12,198,146,155,001-62-12,198-146-155,"(198,146,155)"
20,20,1,66,9,195,158,163,001-66-09,195-158-163,"(195,158,163)"
21,21,2,23,12,78,47,56,002-23-12,78-47-56,"(78,47,56)"
22,22,2,24,0,59,58,59,002-24-00,59-58-59,"(59,58,59)"
23,23,2,25,9,81,58,64,002-25-09,81-58-64,"(81,58,64)"
24,24,2,25,15,88,47,57,002-25-15,88-47-57,"(88,47,57)"
25,25,2,26,12,92,56,65,002-26-12,92-56-65,"(92,56,65)"
26,26,2,27,16,98,53,64,002-27-16,98-53-64,"(98,53,64)"
27,27,2,30,28,128,40,65,002-30-28,128-40-65,"(128,40,65)"
28,28,2,30,30,136,36,64,002-30-30,136-36-64,"(136,36,64)"
29,29,2,37,1,95,90,91,002-37-01,95-90-91,"(95,90,91)"
30,30,2,37,27,160,58,82,002-37-27,160-58-82,"(160,58,82)"
31,31,2,39,17,140,78,90,002-39-17,140-78-90,"(140,78,90)"
32,32,2,46,20,176,92,106,002-46-20,176-92-106,"(176,92,106)"
33,33,2,46,33,204,64,97,002-46-33,204-64-97,"(204,64,97)"
34,34,2,53,29,219,96,119,002-53-29,219-96-119,"(219,96,119)"
35,35,2,54,17,189,117,129,002-54-17,189-117-129,"(189,117,129)"
36,36,2,56,2,147,138,138,002-56-02,147-138-138,"(147,138,138)"
37,37,2,62,17,209,136,146,002-62-17,209-136-146,"(209,136,146)"
38,38,2,65,6,187,162,164,002-65-06,187-162-164,"(187,162,164)"
39,39,2,69,19,229,155,165,002-69-19,229-155-165,"(229,155,165)"
40,40,2,75,10,215,182,185,002-75-10,215-182-185,"(215,182,185)"
41,41,2,76,13,230,183,186,002-76-13,230-183-186,"(230,183,186)"
42,42,2,85,6,233,215,214,002-85-06,233-215-214,"(233,215,214)"
43,43,2,87,11,244,218,218,002-87-11,244-218-218,"(244,218,218)"
44,44,2,89,5,236,223,220,002-89-05,236-223-220,"(236,223,220)"
45,45,2,89,8,239,221,218,002-89-08,239-221-218,"(239,221,218)"
46,46,3,23,6,65,49,53,003-23-06,65-49-53,"(65,49,53)"
47,47,3,23,14,83,45,53,003-23-14,83-45-53,"(83,45,53)"
48,48,3,24,6,70,55,60,003-24-06,70-55-60,"(70,55,60)"
49,49,3,26,25,111,38,56,003-26-25,111-38-56,"(111,38,56)"
50,50,3,29,5,83,68,71,003-29-05,83-68-71,"(83,68,71)"
51,51,3,29,24,122,42,61,003-29-24,122-42-61,"(122,42,61)"
52,52,3,30,10,94,64,70,003-30-10,94-64-70,"(94,64,70)"
53,53,3,30,13,102,61,71,003-30-13,102-61-71,"(102,61,71)"
54,54,3,38,12,127,83,91,003-38-12,127-83-91,"(127,83,91)"
55,55,3,38,29,167,50,76,003-38-29,167-50-76,"(167,50,76)"
56,56,3,40,35,184,41,78,003-40-35,184-41-78,"(184,41,78)"
57,57,3,47,13,153,99,107,003-47-13,153-99-107,"(153,99,107)"
58,58,3,47,18,167,95,105,003-47-18,167-95-105,"(167,95,105)"
59,59,3,49,27,199,84,103,003-49-27,199-84-103,"(199,84,103)"
60,60,3,51,32,220,79,106,003-51-32,220-79-106,"(220,79,106)"
61,61,3,52,12,167,114,122,003-52-12,167-114-122,"(167,114,122)"
62,62,3,56,21,207,114,125,003-56-21,207-114-125,"(207,114,125)"
63,63,3,56,26,215,104,122,003-56-26,215-104-122,"(215,104,122)"
64,64,3,63,26,237,126,140,003-63-26,237-126-140,"(237,126,140)"
65,65,3,63,28,235,123,140,003-63-28,235-123-140,"(235,123,140)"
66,66,3,68,23,240,151,162,003-68-23,240-151-162,"(240,151,162)"
67,67,3,69,22,240,155,163,003-69-22,240-155-163,"(240,155,163)"
68,68,3,69,24,244,145,155,003-69-24,244-145-155,"(244,145,155)"
69,69,3,75,6,208,186,185,003-75-06,208-186-185,"(208,186,185)"
70,70,3,84,11,238,211,210,003-84-11,238-211-210,"(238,211,210)"
71,71,3,85,9,235,212,212,003-85-09,235-212-212,"(235,212,212)"
72,72,4,23,11,77,48,53,004-23-11,77-48-53,"(77,48,53)"
73,73,4,23,16,90,46,55,004-23-16,90-46-55,"(90,46,55)"
74,74,4,24,14,82,46,54,004-24-14,82-46-54,"(82,46,54)"
75,75,4,27,7,81,56,62,004-27-07,81-56-62,"(81,56,62)"
76,76,4,58,12,185,135,140,004-58-12,185-135-140,"(185,135,140)"
77,77,4,85,11,243,209,210,004-85-11,243-209-210,"(243,209,210)"
78,78,4,86,8,238,218,217,004-86-08,238-218-217,"(238,218,217)"
79,79,5,19,0,46,45,46,005-19-00,46-45-46,"(46,45,46)"
80,80,5,20,2,50,45,46,005-20-02,50-45-46,"(50,45,46)"
81,81,5,23,6,69,53,56,005-23-06,69-53-56,"(69,53,56)"
82,82,5,28,20,110,49,61,005-28-20,110-49-61,"(110,49,61)"
83,83,5,29,22,118,48,61,005-29-22,118-48-61,"(118,48,61)"
84,84,5,37,12,123,79,84,005-37-12,123-79-84,"(123,79,84)"
85,85,5,39,20,148,73,83,005-39-20,148-73-83,"(148,73,83)"
86,86,5,45,23,177,81,93,005-45-23,177-81-93,"(177,81,93)"
87,87,5,45,28,187,74,92,005-45-28,187-74-92,"(187,74,92)"
88,88,5,48,19,179,95,105,005-48-19,179-95-105,"(179,95,105)"
89,89,5,48,32,211,69,90,005-48-32,211-69-90,"(211,69,90)"
90,90,5,50,11,161,113,119,005-50-11,161-113-119,"(161,113,119)"
91,91,5,55,30,226,94,108,005-55-30,226-94-108,"(226,94,108)"
92,92,5,57,28,229,106,121,005-57-28,229-106-121,"(229,106,121)"
93,93,5,58,20,208,124,133,005-58-20,208-124-133,"(208,124,133)"
94,94,5,63,13,202,146,149,005-63-13,202-146-149,"(202,146,149)"
95,95,5,64,28,239,125,138,005-64-28,239-125-138,"(239,125,138)"
96,96,5,69,12,217,166,166,005-69-12,217-166-166,"(217,166,166)"
97,97,5,72,18,234,167,170,005-72-18,234-167-170,"(234,167,170)"
98,98,5,82,17,246,200,200,005-82-17,246-200-200,"(246,200,200)"
99,99,6,25,8,76,54,57,006-25-08,76-54-57,"(76,54,57)"
100,100,6,26,2,69,62,63,006-26-02,69-62-63,"(69,62,63)"
101,101,6,26,16,97,50,56,006-26-16,97-50-56,"(97,50,56)"
102,102,6,26,22,106,44,54,006-26-22,106-44-54,"(106,44,54)"
103,103,6,32,26,137,46,61,006-32-26,137-46-61,"(137,46,61)"
104,104,6,32,31,146,38,59,006-32-31,146-38-59,"(146,38,59)"
105,105,6,35,28,152,50,67,006-35-28,152-50-67,"(152,50,67)"
106,106,6,36,7,106,80,84,006-36-07,106-80-84,"(106,80,84)"
107,107,6,39,24,160,64,76,006-39-24,160-64-76,"(160,64,76)"
108,108,6,39,31,171,51,71,006-39-31,171-51-71,"(171,51,71)"
109,109,6,41,33,177,48,71,006-41-33,177-48-71,"(177,48,71)"
110,110,6,47,34,209,63,84,006-47-34,209-63-84,"(209,63,84)"
111,111,6,48,7,143,114,117,006-48-07,143-114-117,"(143,114,117)"
112,112,6,65,8,193,156,157,006-65-08,193-156-157,"(193,156,157)"
113,113,6,70,8,206,173,173,006-70-08,206-173-173,"(206,173,173)"
114,114,6,71,25,246,152,158,006-71-25,246-152-158,"(246,152,158)"
115,115,6,72,21,241,163,165,006-72-21,241-163-165,"(241,163,165)"
116,116,6,74,17,234,172,172,006-74-17,234-172-172,"(234,172,172)"
117,117,6,80,12,232,196,196,006-80-12,232-196-196,"(232,196,196)"
118,118,6,81,2,215,207,204,006-81-02,215-207-204,"(215,207,204)"
119,119,6,81,8,228,200,198,006-81-08,228-200-198,"(228,200,198)"
120,120,7,29,12,98,61,66,007-29-12,98-61-66,"(98,61,66)"
121,121,7,38,35,170,40,63,007-38-35,170-40-63,"(170,40,63)"
122,122,7,40,1,100,96,95,007-40-01,100-96-95,"(100,96,95)"
123,123,7,44,36,199,52,73,007-44-36,199-52-73,"(199,52,73)"
124,124,7,51,1,131,126,125,007-51-01,131-126-125,"(131,126,125)"
125,125,7,57,23,217,113,121,007-57-23,217-113-121,"(217,113,121)"
126,126,7,59,7,174,142,142,007-59-07,174-142-142,"(174,142,142)"
127,127,7,65,2,171,163,163,007-65-02,171-163-163,"(171,163,163)"
128,128,7,66,20,231,144,147,007-66-20,231-144-147,"(231,144,147)"
129,129,7,67,24,246,143,147,007-67-24,246-143-147,"(246,143,147)"
130,130,8,23,7,68,50,53,008-23-07,68-50-53,"(68,50,53)"
131,131,8,23,10,78,51,55,008-23-10,78-51-55,"(78,51,55)"
132,132,8,23,14,83,46,53,008-23-14,83-46-53,"(83,46,53)"
133,133,8,24,0,64,61,62,008-24-00,64-61-62,"(64,61,62)"
134,134,8,25,2,61,56,56,008-25-02,61-56-56,"(61,56,56)"
135,135,8,26,10,85,54,56,008-26-10,85-54-56,"(85,54,56)"
136,136,8,26,15,97,50,56,008-26-15,97-50-56,"(97,50,56)"
137,137,8,26,17,101,48,55,008-26-17,101-48-55,"(101,48,55)"
138,138,8,26,26,113,39,51,008-26-26,113-39-51,"(113,39,51)"
139,139,8,27,6,83,62,63,008-27-06,83-62-63,"(83,62,63)"
140,140,8,27,20,112,48,56,008-27-20,112-48-56,"(112,48,56)"
141,141,8,31,19,118,55,62,008-31-19,118-55-62,"(118,55,62)"
142,142,8,31,26,135,40,53,008-31-26,135-40-53,"(135,40,53)"
143,143,8,32,14,113,62,67,008-32-14,113-62-67,"(113,62,67)"
144,144,8,33,31,151,36,51,008-33-31,151-36-51,"(151,36,51)"
145,145,8,34,18,126,61,67,008-34-18,126-61-67,"(126,61,67)"
146,146,8,35,6,104,81,84,008-35-06,104-81-84,"(104,81,84)"
147,147,8,36,10,121,80,84,008-36-10,121-80-84,"(121,80,84)"
148,148,8,36,34,173,35,56,008-36-34,173-35-56,"(173,35,56)"
149,149,8,36,35,167,34,56,008-36-35,167-34-56,"(167,34,56)"
150,150,8,37,16,134,72,78,008-37-16,134-72-78,"(134,72,78)"
151,151,8,37,21,145,67,75,008-37-21,145-67-75,"(145,67,75)"
152,152,8,37,27,157,55,65,008-37-27,157-55-65,"(157,55,65)"
153,153,8,37,29,163,53,63,008-37-29,163-53-63,"(163,53,63)"
154,154,8,38,36,179,36,57,008-38-36,179-36-57,"(179,36,57)"
155,155,8,40,13,135,83,87,008-40-13,135-83-87,"(135,83,87)"
156,156,8,40,33,180,50,64,008-40-33,180-50-64,"(180,50,64)"
157,157,8,41,9,128,91,93,008-41-09,128-91-93,"(128,91,93)"
158,158,8,43,7,131,101,102,008-43-07,131-101-102,"(131,101,102)"
159,159,8,44,31,195,66,81,008-44-31,195-66-81,"(195,66,81)"
160,160,8,44,33,194,59,72,008-44-33,194-59-72,"(194,59,72)"
161,161,8,44,36,198,49,67,008-44-36,198-49-67,"(198,49,67)"
162,162,8,45,13,157,99,101,008-45-13,157-99-101,"(157,99,101)"
163,163,8,45,27,192,78,89,008-45-27,192-78-89,"(192,78,89)"
164,164,8,46,7,138,108,110,008-46-07,138-108-110,"(138,108,110)"
165,165,8,46,10,145,102,104,008-46-10,145-102-104,"(145,102,104)"
166,166,8,46,17,168,94,98,008-46-17,168-94-98,"(168,94,98)"
167,167,8,46,22,180,87,97,008-46-22,180-87-97,"(180,87,97)"
168,168,8,53,26,218,100,108,008-53-26,218-100-108,"(218,100,108)"
169,169,8,54,7,164,131,132,008-54-07,164-131-132,"(164,131,132)"
170,170,8,54,10,172,127,128,008-54-10,172-127-128,"(172,127,128)"
171,171,8,54,17,194,118,123,008-54-17,194-118-123,"(194,118,123)"
172,172,8,55,12,183,124,126,008-55-12,183-124-126,"(183,124,126)"
173,173,8,55,22,209,111,119,008-55-22,209-111-119,"(209,111,119)"
174,174,8,55,30,224,92,104,008-55-30,224-92-104,"(224,92,104)"
175,175,8,65,7,193,160,158,008-65-07,193-160-158,"(193,160,158)"
176,176,8,65,10,200,156,155,008-65-10,200-156-155,"(200,156,155)"
177,177,8,65,14,209,148,148,008-65-14,209-148-148,"(209,148,148)"
178,178,8,65,17,222,148,149,008-65-17,222-148-149,"(222,148,149)"
179,179,8,65,23,237,142,143,008-65-23,237-142-143,"(237,142,143)"
180,180,8,65,24,237,140,144,008-65-24,237-140-144,"(237,140,144)"
181,181,8,74,19,243,170,166,008-74-19,243-170-166,"(243,170,166)"
182,182,8,75,7,214,187,185,008-75-07,214-187-185,"(214,187,185)"
183,183,8,75,10,221,183,179,008-75-10,221-183-179,"(221,183,179)"
184,184,8,75,18,240,173,170,008-75-18,240-173-170,"(240,173,170)"
185,185,8,77,15,239,183,181,008-77-15,239-183-181,"(239,183,181)"
186,186,8,78,8,224,193,190,008-78-08,224-193-190,"(224,193,190)"
187,187,8,80,10,229,198,195,008-80-10,229-198-195,"(229,198,195)"
188,188,8,80,13,237,195,193,008-80-13,237-195-193,"(237,195,193)"
189,189,8,81,16,244,196,192,008-81-16,244-196-192,"(244,196,192)"
190,190,8,85,8,232,213,211,008-85-08,232-213-211,"(232,213,211)"
191,191,8,85,11,243,213,210,008-85-11,243-213-210,"(243,213,210)"
192,192,8,86,9,238,216,213,008-86-09,238-216-213,"(238,216,213)"
193,193,9,24,15,88,47,51,009-24-15,88-47-51,"(88,47,51)"
194,194,9,30,29,134,40,50,009-30-29,134-40-50,"(134,40,50)"
195,195,9,31,31,146,37,49,009-31-31,146-37-49,"(146,37,49)"
196,196,9,32,6,92,73,75,009-32-06,92-73-75,"(92,73,75)"
197,197,9,35,20,137,61,65,009-35-20,137-61-65,"(137,61,65)"
198,198,9,36,13,122,73,76,009-36-13,122-73-76,"(122,73,76)"
199,199,9,40,5,111,90,91,009-40-05,111-90-91,"(111,90,91)"
200,200,9,44,36,198,48,61,009-44-36,198-48-61,"(198,48,61)"
201,201,9,45,27,190,77,81,009-45-27,190-77-81,"(190,77,81)"
202,202,9,46,33,202,62,72,009-46-33,202-62-72,"(202,62,72)"
203,203,9,49,7,140,115,115,009-49-07,140-115-115,"(140,115,115)"
204,204,9,56,6,161,138,138,009-56-06,161-138-138,"(161,138,138)"
205,205,9,56,22,211,112,114,009-56-22,211-112-114,"(211,112,114)"
206,206,9,58,31,240,103,107,009-58-31,240-103-107,"(240,103,107)"
207,207,9,61,29,241,115,118,009-61-29,241-115-118,"(241,115,118)"
208,208,9,62,21,227,131,129,009-62-21,227-131-129,"(227,131,129)"
209,209,9,72,20,244,163,158,009-72-20,244-163-158,"(244,163,158)"
210,210,9,77,16,239,185,179,009-77-16,239-185-179,"(239,185,179)"
211,211,10,23,7,73,54,55,010-23-07,73-54-55,"(73,54,55)"
212,212,10,24,12,79,49,52,010-24-12,79-49-52,"(79,49,52)"
213,213,10,24,21,95,43,48,010-24-21,95-43-48,"(95,43,48)"
214,214,10,27,15,101,53,54,010-27-15,101-53-54,"(101,53,54)"
215,215,10,28,6,82,63,64,010-28-06,82-63-64,"(82,63,64)"
216,216,10,28,13,100,60,61,010-28-13,100-60-61,"(100,60,61)"
217,217,10,34,0,85,82,82,010-34-00,85-82-82,"(85,82,82)"
218,218,10,34,33,159,37,47,010-34-33,159-37-47,"(159,37,47)"
219,219,10,35,30,161,50,55,010-35-30,161-50-55,"(161,50,55)"
220,220,10,35,35,166,34,45,010-35-35,166-34-45,"(166,34,45)"
221,221,10,36,27,150,54,61,010-36-27,150-54-61,"(150,54,61)"
222,222,10,38,36,177,38,46,010-38-36,177-38-46,"(177,38,46)"
223,223,10,39,18,142,75,75,010-39-18,142-75-75,"(142,75,75)"
224,224,10,40,13,135,82,81,010-40-13,135-82-81,"(135,82,81)"
225,225,10,40,33,182,51,59,010-40-33,182-51-59,"(182,51,59)"
226,226,10,42,20,165,79,80,010-42-20,165-79-80,"(165,79,80)"
227,227,10,42,29,181,63,67,010-42-29,181-63-67,"(181,63,67)"
228,228,10,46,12,158,100,98,010-46-12,158-100-98,"(158,100,98)"
229,229,10,46,20,176,89,90,010-46-20,176-89-90,"(176,89,90)"
230,230,10,46,36,210,62,65,010-46-36,210-62-65,"(210,62,65)"
231,231,10,47,17,170,95,94,010-47-17,170-95-94,"(170,95,94)"
232,232,10,47,30,200,71,79,010-47-30,200-71-79,"(200,71,79)"
233,233,10,47,34,213,64,73,010-47-34,213-64-73,"(213,64,73)"
234,234,10,52,0,133,131,129,010-52-00,133-131-129,"(133,131,129)"
235,235,10,54,29,223,95,98,010-54-29,223-95-98,"(223,95,98)"
236,236,10,55,17,196,117,114,010-55-17,196-117-114,"(196,117,114)"
237,237,10,64,27,245,132,128,010-64-27,245-132-128,"(245,132,128)"
238,238,10,69,18,233,160,153,010-69-18,233-160-153,"(233,160,153)"
239,239,10,70,25,247,154,149,010-70-25,247-154-149,"(247,154,149)"
240,240,10,89,8,240,224,220,010-89-08,240-224-220,"(240,224,220)"
241,241,11,26,21,104,45,47,011-26-21,104-45-47,"(104,45,47)"
242,242,11,27,26,116,42,45,011-27-26,116-42-45,"(116,42,45)"
243,243,11,33,19,126,60,60,011-33-19,126-60-60,"(126,60,60)"
244,244,11,34,0,84,82,82,011-34-00,84-82-82,"(84,82,82)"
245,245,11,41,34,188,51,54,011-41-34,188-51-54,"(188,51,54)"
246,246,11,46,26,191,83,83,011-46-26,191-83-83,"(191,83,83)"
247,247,11,50,32,218,75,80,011-50-32,218-75-80,"(218,75,80)"
248,248,11,52,26,209,95,94,011-52-26,209-95-94,"(209,95,94)"
249,249,11,56,12,183,125,121,011-56-12,183-125-121,"(183,125,121)"
250,250,11,60,19,217,128,121,011-60-19,217-128-121,"(217,128,121)"
251,251,11,62,13,204,141,136,011-62-13,204-141-136,"(204,141,136)"
252,252,11,66,6,190,165,162,011-66-06,190-165-162,"(190,165,162)"
253,253,11,70,11,213,166,159,011-70-11,213-166-159,"(213,166,159)"
254,254,11,74,6,205,182,178,011-74-06,205-182-178,"(205,182,178)"
255,255,11,80,11,236,196,188,011-80-11,236-196-188,"(236,196,188)"
256,256,11,82,6,224,206,201,011-82-06,224-206-201,"(224,206,201)"
257,257,11,83,14,242,205,199,011-83-14,242-205-199,"(242,205,199)"
258,258,11,87,11,243,219,213,011-87-11,243-219-213,"(243,219,213)"
259,259,12,22,6,65,50,49,012-22-06,65-50-49,"(65,50,49)"
260,260,12,24,10,79,52,52,012-24-10,79-52-52,"(79,52,52)"
261,261,12,28,14,96,56,54,012-28-14,96-56-54,"(96,56,54)"
262,262,12,38,33,179,50,50,012-38-33,179-50-50,"(179,50,50)"
263,263,12,39,36,194,46,53,012-39-36,194-46-53,"(194,46,53)"
264,264,12,41,14,140,87,86,012-41-14,140-87-86,"(140,87,86)"
265,265,12,41,18,150,82,77,012-41-18,150-82-77,"(150,82,77)"
266,266,12,41,36,197,48,48,012-41-36,197-48-48,"(197,48,48)"
267,267,12,43,0,109,105,104,012-43-00,109-105-104,"(109,105,104)"
268,268,12,46,18,169,94,89,012-46-18,169-94-89,"(169,94,89)"
269,269,12,51,15,172,109,104,012-51-15,172-109-104,"(172,109,104)"
270,270,12,65,14,210,154,145,012-65-14,210-154-145,"(210,154,145)"
271,271,12,65,24,239,141,131,012-65-24,239-141-131,"(239,141,131)"
272,272,12,70,17,226,159,147,012-70-17,226-159-147,"(226,159,147)"
273,273,12,71,23,249,158,146,012-71-23,249-158-146,"(249,158,146)"
274,274,12,72,15,227,171,161,012-72-15,227-171-161,"(227,171,161)"
275,275,12,76,21,250,174,163,012-76-21,250-174-163,"(250,174,163)"
276,276,12,77,19,250,180,167,012-77-19,250-180-167,"(250,180,167)"
277,277,13,27,8,83,60,58,013-27-08,83-60-58,"(83,60,58)"
278,278,13,30,20,118,56,53,013-30-20,118-56-53,"(118,56,53)"
279,279,13,30,24,124,51,47,013-30-24,124-51-47,"(124,51,47)"
280,280,13,32,14,111,66,63,013-32-14,111-66-63,"(111,66,63)"
281,281,13,32,19,123,61,58,013-32-19,123-61-58,"(123,61,58)"
282,282,13,35,5,100,81,79,013-35-05,100-81-79,"(100,81,79)"
283,283,13,36,22,143,64,57,013-36-22,143-64-57,"(143,64,57)"
284,284,13,39,31,177,58,53,013-39-31,177-58-53,"(177,58,53)"
285,285,13,40,5,116,97,96,013-40-05,116-97-96,"(116,97,96)"
286,286,13,42,33,189,59,53,013-42-33,189-59-53,"(189,59,53)"
287,287,13,43,37,192,51,45,013-43-37,192-51-45,"(192,51,45)"
288,288,13,46,35,210,65,59,013-46-35,210-65-59,"(210,65,59)"
289,289,13,47,22,179,89,81,013-47-22,179-89-81,"(179,89,81)"
290,290,13,53,22,201,104,94,013-53-22,201-104-94,"(201,104,94)"
291,291,13,55,18,193,117,108,013-55-18,193-117-108,"(193,117,108)"
292,292,13,55,27,219,107,97,013-55-27,219-107-97,"(219,107,97)"
293,293,13,55,32,226,93,85,013-55-32,226-93-85,"(226,93,85)"
294,294,13,57,6,159,137,134,013-57-06,159-137-134,"(159,137,134)"
295,295,13,60,32,242,110,98,013-60-32,242-110-98,"(242,110,98)"
296,296,13,61,19,210,133,122,013-61-19,210-133-122,"(210,133,122)"
297,297,13,61,28,239,121,107,013-61-28,239-121-107,"(239,121,107)"
298,298,13,64,21,226,139,125,013-64-21,226-139-125,"(226,139,125)"
299,299,13,65,30,252,129,116,013-65-30,252-129-116,"(252,129,116)"
300,300,13,66,19,223,147,133,013-66-19,223-147-133,"(223,147,133)"
301,301,13,78,21,255,178,163,013-78-21,255-178-163,"(255,178,163)"
302,302,14,22,2,59,53,52,014-22-02,59-53-52,"(59,53,52)"
303,303,14,27,19,105,50,45,014-27-19,105-50-45,"(105,50,45)"
304,304,14,36,25,147,61,52,014-36-25,147-61-52,"(147,61,52)"
305,305,14,40,22,154,75,65,014-40-22,154-75-65,"(154,75,65)"
306,306,14,40,26,164,70,62,014-40-26,164-70-62,"(164,70,62)"
307,307,14,43,29,180,68,59,014-43-29,180-68-59,"(180,68,59)"
308,308,14,45,37,203,60,42,014-45-37,203-60-42,"(203,60,42)"
309,309,14,47,6,136,111,108,014-47-06,136-111-108,"(136,111,108)"
310,310,14,47,26,190,86,72,014-47-26,190-86-72,"(190,86,72)"
311,311,14,48,30,203,81,69,014-48-30,203-81-69,"(203,81,69)"
312,312,14,48,36,214,63,53,014-48-36,214-63-53,"(214,63,53)"
313,313,14,55,31,228,98,86,014-55-31,228-98-86,"(228,98,86)"
314,314,14,56,15,187,124,115,014-56-15,187-124-115,"(187,124,115)"
315,315,14,59,21,212,126,113,014-59-21,212-126-113,"(212,126,113)"
316,316,14,60,13,194,139,129,014-60-13,194-139-129,"(194,139,129)"
317,317,14,61,6,171,147,142,014-61-06,171-147-142,"(171,147,142)"
318,318,14,61,30,241,117,101,014-61-30,241-117-101,"(241,117,101)"
319,319,14,65,6,185,161,155,014-65-06,185-161-155,"(185,161,155)"
320,320,14,69,2,183,175,171,014-69-02,183-175-171,"(183,175,171)"
321,321,14,73,8,212,181,173,014-73-08,212-181-173,"(212,181,173)"
322,322,14,82,7,229,206,197,014-82-07,229-206-197,"(229,206,197)"
323,323,14,82,12,245,206,195,014-82-12,245-206-195,"(245,206,195)"
324,324,15,23,5,68,56,54,015-23-05,68-56-54,"(68,56,54)"
325,325,15,24,10,79,52,47,015-24-10,79-52-47,"(79,52,47)"
326,326,15,25,7,74,58,57,015-25-07,74-58-57,"(74,58,57)"
327,327,15,27,13,91,57,52,015-27-13,91-57-52,"(91,57,52)"
328,328,15,32,23,127,59,47,015-32-23,127-59-47,"(127,59,47)"
329,329,15,33,25,135,56,45,015-33-25,135-56-45,"(135,56,45)"
330,330,15,36,17,127,72,63,015-36-17,127-72-63,"(127,72,63)"
331,331,15,39,7,115,91,86,015-39-07,115-91-86,"(115,91,86)"
332,332,15,40,30,169,60,48,015-40-30,169-60-48,"(169,60,48)"
333,333,15,41,10,127,92,86,015-41-10,127-92-86,"(127,92,86)"
334,334,15,45,31,194,74,52,015-45-31,194-74-52,"(194,74,52)"
335,335,15,45,35,200,63,47,015-45-35,200-63-47,"(200,63,47)"
336,336,15,46,10,141,104,97,015-46-10,141-104-97,"(141,104,97)"
337,337,15,46,37,208,62,43,015-46-37,208-62-43,"(208,62,43)"
338,338,15,48,18,171,101,89,015-48-18,171-101-89,"(171,101,89)"
339,339,15,50,10,156,115,107,015-50-10,156-115-107,"(156,115,107)"
340,340,15,50,36,219,73,60,015-50-36,219-73-60,"(219,73,60)"
341,341,15,52,6,148,122,117,015-52-06,148-122-117,"(148,122,117)"
342,342,15,60,24,222,128,110,015-60-24,222-128-110,"(222,128,110)"
343,343,15,61,17,204,139,124,015-61-17,204-139-124,"(204,139,124)"
344,344,15,61,20,211,133,116,015-61-20,211-133-116,"(211,133,116)"
345,345,15,64,12,199,154,142,015-64-12,199-154-142,"(199,154,142)"
346,346,15,70,24,247,154,135,015-70-24,247-154-135,"(247,154,135)"
347,347,15,71,6,200,179,173,015-71-06,200-179-173,"(200,179,173)"
348,348,15,79,17,246,191,175,015-79-17,246-191-175,"(246,191,175)"
349,349,15,81,6,223,205,199,015-81-06,223-205-199,"(223,205,199)"
350,350,16,29,8,85,63,60,016-29-08,85-63-60,"(85,63,60)"
351,351,16,29,10,90,62,58,016-29-10,90-62-58,"(90,62,58)"
352,352,16,39,28,162,65,46,016-39-28,162-65-46,"(162,65,46)"
353,353,16,41,25,164,76,59,016-41-25,164-76-59,"(164,76,59)"
354,354,16,42,18,151,87,74,016-42-18,151-87-74,"(151,87,74)"
355,355,16,44,21,167,90,74,016-44-21,167-90-74,"(167,90,74)"
356,356,16,45,7,133,108,102,016-45-07,133-108-102,"(133,108,102)"
357,357,16,46,29,192,80,61,016-46-29,192-80-61,"(192,80,61)"
358,358,16,48,22,184,99,80,016-48-22,184-99-80,"(184,99,80)"
359,359,16,48,25,186,89,69,016-48-25,186-89-69,"(186,89,69)"
360,360,16,49,37,217,70,43,016-49-37,217-70-43,"(217,70,43)"
361,361,16,50,19,180,103,86,016-50-19,180-103-86,"(180,103,86)"
362,362,16,52,22,190,107,88,016-52-22,190-107-88,"(190,107,88)"
363,363,16,52,28,210,101,79,016-52-28,210-101-79,"(210,101,79)"
364,364,16,53,24,202,107,85,016-53-24,202-107-85,"(202,107,85)"
365,365,16,53,33,222,90,67,016-53-33,222-90-67,"(222,90,67)"
366,366,16,57,29,224,113,83,016-57-29,224-113-83,"(224,113,83)"
